#Time(s) flow thruput(Mb/s)
3.84s 2 60.2368
3.84s 3 72.9792
3.84s 4 53.2864
3.84s 5 281.491
3.84s 6 48.6528
3.84s 7 27.8016
3.84s 8 69.504
3.84s 9 18.5344
3.85s 0 85.7216
3.85s 1 72.9792
3.85s 2 6.9504
3.85s 3 19.6928
3.85s 4 71.8208
3.85s 5 473.786
3.85s 6 86.88
3.85s 7 15.0592
3.85s 8 97.3056
3.85s 9 81.088
3.86s 0 27.8016
3.86s 1 85.7216
3.86s 2 1.1584
3.86s 3 1.1584
3.86s 4 74.1376
3.86s 5 33.5936
3.86s 6 48.6528
3.86s 7 19.6928
3.86s 8 30.1184
3.86s 9 1.1584
3.87s 0 99.6224
3.87s 1 254.848
3.87s 2 0
3.87s 3 0
3.87s 4 192.294
3.87s 5 221.254
3.87s 6 77.6128
3.87s 7 41.7024
3.87s 8 40.544
3.87s 9 0
3.88s 0 26.6432
3.88s 1 0
3.88s 2 126.266
3.88s 3 5.792
3.88s 4 40.544
3.88s 5 62.5536
3.88s 6 40.544
3.88s 7 1.1584
3.88s 8 0
3.88s 9 5.792
3.89s 0 59.0784
3.89s 1 247.898
3.89s 2 229.363
3.89s 3 71.8208
3.89s 4 173.76
3.89s 5 1.1584
3.89s 6 1.1584
3.89s 7 0
3.89s 8 121.632
3.89s 9 108.89
3.9s 0 38.2272
3.9s 1 1.1584
3.9s 2 19.6928
3.9s 3 23.168
3.9s 4 1.1584
3.9s 5 0
3.9s 6 0
3.9s 7 38.2272
3.9s 8 39.3856
3.9s 9 37.0688
3.91s 0 200.403
3.91s 1 62.5536
3.91s 2 120.474
3.91s 3 108.89
3.91s 4 134.374
3.91s 5 9.2672
3.91s 6 28.96
3.91s 7 76.4544
3.91s 8 67.1872
3.91s 9 28.96
3.92s 0 6.9504
3.92s 1 1.1584
3.92s 2 216.621
3.92s 3 1.1584
3.92s 4 52.128
3.92s 5 1.1584
3.92s 6 2.3168
3.92s 7 77.6128
3.92s 8 1.1584
3.92s 9 69.504
3.93s 0 223.571
3.93s 1 0
3.93s 2 120.474
3.93s 3 0
3.93s 4 179.552
3.93s 5 0
3.93s 6 22.0096
3.93s 7 98.464
3.93s 8 52.128
3.93s 9 169.126
3.94s 0 0
3.94s 1 92.672
3.94s 2 195.77
3.94s 3 0
3.94s 4 0
3.94s 5 20.8512
3.94s 6 68.3456
3.94s 7 47.4944
3.94s 8 1.1584
3.94s 9 1.1584
3.95s 0 33.5936
3.95s 1 98.464
3.95s 2 207.354
3.95s 3 15.0592
3.95s 4 35.9104
3.95s 5 69.504
3.95s 6 47.4944
3.95s 7 52.128
3.95s 8 0
3.95s 9 133.216
3.96s 0 91.5136
3.96s 1 54.4448
3.96s 2 1.1584
3.96s 3 157.542
3.96s 4 1.1584
3.96s 5 1.1584
3.96s 6 159.859
3.96s 7 66.0288
3.96s 8 8.1088
3.96s 9 49.8112
3.97s 0 66.0288
3.97s 1 49.8112
3.97s 2 0
3.97s 3 81.088
3.97s 4 0
3.97s 5 0
3.97s 6 69.504
3.97s 7 91.5136
3.97s 8 13.9008
3.97s 9 158.701
3.98s 0 252.531
3.98s 1 167.968
3.98s 2 3.4752
3.98s 3 30.1184
3.98s 4 19.6928
3.98s 5 5.792
3.98s 6 139.008
3.98s 7 13.9008
3.98s 8 96.1472
3.98s 9 1.1584
3.99s 0 103.098
3.99s 1 69.504
3.99s 2 13.9008
3.99s 3 99.6224
3.99s 4 42.8608
3.99s 5 49.8112
3.99s 6 68.3456
3.99s 7 17.376
3.99s 8 42.8608
3.99s 9 0
4s 0 104.256
4s 1 35.9104
4s 2 26.6432
4s 3 1.1584
4s 4 1.1584
4s 5 16.2176
4s 6 184.186
4s 7 97.3056
4s 8 173.76
4s 9 5.792
4.01s 0 152.909
4.01s 1 42.8608
4.01s 2 54.4448
4.01s 3 0
4.01s 4 0
4.01s 5 52.128
4.01s 6 92.672
4.01s 7 90.3552
4.01s 8 126.266
4.01s 9 38.2272
4.02s 0 1.1584
4.02s 1 1.1584
4.02s 2 72.9792
4.02s 3 20.8512
4.02s 4 129.741
4.02s 5 44.0192
4.02s 6 135.533
4.02s 7 69.504
4.02s 8 66.0288
4.02s 9 1.1584
4.03s 0 0
4.03s 1 0
4.03s 2 96.1472
4.03s 3 99.6224
4.03s 4 149.434
4.03s 5 103.098
4.03s 6 155.226
4.03s 7 143.642
4.03s 8 111.206
4.03s 9 0
4.04s 0 5.792
4.04s 1 259.482
4.04s 2 52.128
4.04s 3 23.168
4.04s 4 0
4.04s 5 2.3168
4.04s 6 1.1584
4.04s 7 6.9504
4.04s 8 92.672
4.04s 9 41.7024
4.05s 0 23.168
4.05s 1 121.632
4.05s 2 81.088
4.05s 3 2.3168
4.05s 4 75.296
4.05s 5 70.6624
4.05s 6 91.5136
4.05s 7 40.544
4.05s 8 82.2464
4.05s 9 54.4448
4.06s 0 156.384
4.06s 1 4.6336
4.06s 2 49.8112
4.06s 3 1.1584
4.06s 4 49.8112
4.06s 5 93.8304
4.06s 6 5.792
4.06s 7 1.1584
4.06s 8 225.888
4.06s 9 59.0784
4.07s 0 60.2368
4.07s 1 34.752
4.07s 2 98.464
4.07s 3 0
4.07s 4 74.1376
4.07s 5 35.9104
4.07s 6 28.96
4.07s 7 0
4.07s 8 57.92
4.07s 9 52.128
4.08s 0 8.1088
4.08s 1 222.413
4.08s 2 16.2176
4.08s 3 19.6928
4.08s 4 30.1184
4.08s 5 81.088
4.08s 6 434.4
4.08s 7 3.4752
4.08s 8 121.632
4.08s 9 79.9296
4.09s 0 135.533
4.09s 1 15.0592
4.09s 2 0
4.09s 3 91.5136
4.09s 4 1.1584
4.09s 5 1.1584
4.09s 6 0
4.09s 7 5.792
4.09s 8 22.0096
4.09s 9 5.792
4.1s 0 199.245
4.1s 1 84.5632
4.1s 2 1.1584
4.1s 3 198.086
4.1s 4 0
4.1s 5 0
4.1s 6 135.533
4.1s 7 61.3952
4.1s 8 196.928
4.1s 9 66.0288
4.11s 0 31.2768
4.11s 1 76.4544
4.11s 2 0
4.11s 3 12.7424
4.11s 4 0
4.11s 5 0
4.11s 6 26.6432
4.11s 7 50.9696
4.11s 8 57.92
4.11s 9 91.5136
4.12s 0 113.523
4.12s 1 202.72
4.12s 2 33.5936
4.12s 3 86.88
4.12s 4 52.128
4.12s 5 54.4448
4.12s 6 1.1584
4.12s 7 177.235
4.12s 8 1.1584
4.12s 9 169.126
4.13s 0 96.1472
4.13s 1 1.1584
4.13s 2 67.1872
4.13s 3 0
4.13s 4 1.1584
4.13s 5 0
4.13s 6 0
4.13s 7 30.1184
4.13s 8 0
4.13s 9 3.4752
4.14s 0 171.443
4.14s 1 140.166
4.14s 2 143.642
4.14s 3 84.5632
4.14s 4 53.2864
4.14s 5 83.4048
4.14s 6 9.2672
4.14s 7 154.067
4.14s 8 23.168
4.14s 9 98.464
4.15s 0 19.6928
4.15s 1 1.1584
4.15s 2 9.2672
4.15s 3 215.462
4.15s 4 2.3168
4.15s 5 1.1584
4.15s 6 1.1584
4.15s 7 0
4.15s 8 1.1584
4.15s 9 85.7216
4.16s 0 93.8304
4.16s 1 99.6224
4.16s 2 178.394
4.16s 3 198.086
4.16s 4 115.84
4.16s 5 0
4.16s 6 0
4.16s 7 1.1584
4.16s 8 0
4.16s 9 191.136
4.17s 0 48.6528
4.17s 1 37.0688
4.17s 2 46.336
4.17s 3 12.7424
4.17s 4 77.6128
4.17s 5 35.9104
4.17s 6 347.52
4.17s 7 0
4.17s 8 2.3168
4.17s 9 49.8112
4.18s 0 69.504
4.18s 1 103.098
4.18s 2 48.6528
4.18s 3 89.1968
4.18s 4 0
4.18s 5 104.256
4.18s 6 178.394
4.18s 7 49.8112
4.18s 8 46.336
4.18s 9 97.3056
4.19s 0 3.4752
4.19s 1 225.888
4.19s 2 161.018
4.19s 3 1.1584
4.19s 4 1.1584
4.19s 5 10.4256
4.19s 6 89.1968
4.19s 7 1.1584
4.19s 8 1.1584
4.19s 9 44.0192
4.2s 0 63.712
4.2s 1 207.354
4.2s 2 283.808
4.2s 3 0
4.2s 4 0
4.2s 5 60.2368
4.2s 6 171.443
4.2s 7 0
4.2s 8 0
4.2s 9 122.79
4.21s 0 60.2368
4.21s 1 27.8016
4.21s 2 0
4.21s 3 44.0192
4.21s 4 528.23
4.21s 5 22.0096
4.21s 6 17.376
4.21s 7 9.2672
4.21s 8 9.2672
4.21s 9 3.4752
4.22s 0 1.1584
4.22s 1 1.1584
4.22s 2 99.6224
4.22s 3 12.7424
4.22s 4 61.3952
4.22s 5 34.752
4.22s 6 83.4048
4.22s 7 16.2176
4.22s 8 24.3264
4.22s 9 18.5344
4.23s 0 0
4.23s 1 180.71
4.23s 2 149.434
4.23s 3 210.829
4.23s 4 339.411
4.23s 5 27.8016
4.23s 6 1.1584
4.23s 7 1.1584
4.23s 8 46.336
4.23s 9 1.1584
4.24s 0 0
4.24s 1 90.3552
4.24s 2 24.3264
4.24s 3 59.0784
4.24s 4 126.266
4.24s 5 56.7616
4.24s 6 0
4.24s 7 0
4.24s 8 8.1088
4.24s 9 0
4.25s 0 0
4.25s 1 71.8208
4.25s 2 357.946
4.25s 3 114.682
4.25s 4 132.058
4.25s 5 11.584
4.25s 6 20.8512
4.25s 7 45.1776
4.25s 8 170.285
4.25s 9 44.0192
4.26s 0 0
4.26s 1 4.6336
4.26s 2 50.9696
4.26s 3 33.5936
4.26s 4 31.2768
4.26s 5 5.792
4.26s 6 9.2672
4.26s 7 61.3952
4.26s 8 6.9504
4.26s 9 1.1584
4.27s 0 0
4.27s 1 150.592
4.27s 2 215.462
4.27s 3 1.1584
4.27s 4 172.602
4.27s 5 1.1584
4.27s 6 88.0384
4.27s 7 273.382
4.27s 8 72.9792
4.27s 9 0
4.28s 0 677.664
4.28s 1 20.8512
4.28s 2 72.9792
4.28s 3 0
4.28s 4 16.2176
4.28s 5 0
4.28s 6 30.1184
4.28s 7 3.4752
4.28s 8 19.6928
4.28s 9 0
4.29s 0 10.4256
4.29s 1 56.7616
4.29s 2 0
4.29s 3 714.733
4.29s 4 0
4.29s 5 0
4.29s 6 5.792
4.29s 7 34.752
4.29s 8 12.7424
4.29s 9 0
4.3s 0 1.1584
4.3s 1 6.9504
4.3s 2 0
4.3s 3 196.928
4.3s 4 1.1584
4.3s 5 0
4.3s 6 18.5344
4.3s 7 16.2176
4.3s 8 69.504
4.3s 9 0
4.31s 0 0
4.31s 1 1.1584
4.31s 2 203.878
4.31s 3 107.731
4.31s 4 480.736
4.31s 5 0
4.31s 6 56.7616
4.31s 7 208.512
4.31s 8 30.1184
4.31s 9 0
4.32s 0 0
4.32s 1 0
4.32s 2 59.0784
4.32s 3 88.0384
4.32s 4 148.275
4.32s 5 0
4.32s 6 24.3264
4.32s 7 18.5344
4.32s 8 64.8704
4.32s 9 70.6624
4.33s 0 0
4.33s 1 19.6928
4.33s 2 99.6224
4.33s 3 63.712
4.33s 4 1.1584
4.33s 5 157.542
4.33s 6 142.483
4.33s 7 177.235
4.33s 8 1.1584
4.33s 9 348.678
4.34s 0 0
4.34s 1 6.9504
4.34s 2 19.6928
4.34s 3 31.2768
4.34s 4 0
4.34s 5 13.9008
4.34s 6 96.1472
4.34s 7 10.4256
4.34s 8 0
4.34s 9 143.642
4.35s 0 0
4.35s 1 119.315
4.35s 2 113.523
4.35s 3 349.837
4.35s 4 9.2672
4.35s 5 86.88
4.35s 6 1.1584
4.35s 7 185.344
4.35s 8 15.0592
4.35s 9 69.504
4.36s 0 3.4752
4.36s 1 0
4.36s 2 26.6432
4.36s 3 57.92
4.36s 4 1.1584
4.36s 5 3.4752
4.36s 6 0
4.36s 7 15.0592
4.36s 8 61.3952
4.36s 9 71.8208
4.37s 0 35.9104
4.37s 1 344.045
4.37s 2 94.9888
4.37s 3 83.4048
4.37s 4 0
4.37s 5 94.9888
4.37s 6 17.376
4.37s 7 173.76
4.37s 8 45.1776
4.37s 9 93.8304
4.38s 0 18.5344
4.38s 1 61.3952
4.38s 2 64.8704
4.38s 3 35.9104
4.38s 4 0
4.38s 5 9.2672
4.38s 6 20.8512
4.38s 7 63.712
4.38s 8 31.2768
4.38s 9 12.7424
4.39s 0 38.2272
4.39s 1 92.672
4.39s 2 251.373
4.39s 3 1.1584
4.39s 4 132.058
4.39s 5 108.89
4.39s 6 27.8016
4.39s 7 74.1376
4.39s 8 132.058
4.39s 9 141.325
4.4s 0 258.323
4.4s 1 2.3168
4.4s 2 32.4352
4.4s 3 0
4.4s 4 0
4.4s 5 6.9504
4.4s 6 1.1584
4.4s 7 106.573
4.4s 8 34.752
4.4s 9 6.9504
4.41s 0 126.266
4.41s 1 62.5536
4.41s 2 2.3168
4.41s 3 0
4.41s 4 26.6432
4.41s 5 42.8608
4.41s 6 0
4.41s 7 135.533
4.41s 8 121.632
4.41s 9 26.6432
4.42s 0 60.2368
4.42s 1 81.088
4.42s 2 1.1584
4.42s 3 135.533
4.42s 4 50.9696
4.42s 5 359.104
4.42s 6 0
4.42s 7 88.0384
4.42s 8 45.1776
4.42s 9 1.1584
4.43s 0 35.9104
4.43s 1 103.098
4.43s 2 0
4.43s 3 27.8016
4.43s 4 15.0592
4.43s 5 74.1376
4.43s 6 3.4752
4.43s 7 82.2464
4.43s 8 23.168
4.43s 9 0
4.44s 0 173.76
4.44s 1 18.5344
4.44s 2 41.7024
4.44s 3 96.1472
4.44s 4 328.986
4.44s 5 99.6224
4.44s 6 99.6224
4.44s 7 84.5632
4.44s 8 1.1584
4.44s 9 9.2672
4.45s 0 42.8608
4.45s 1 11.584
4.45s 2 0
4.45s 3 66.0288
4.45s 4 54.4448
4.45s 5 54.4448
4.45s 6 27.8016
4.45s 7 114.682
4.45s 8 0
4.45s 9 24.3264
4.46s 0 147.117
4.46s 1 52.128
4.46s 2 1.1584
4.46s 3 10.4256
4.46s 4 100.781
4.46s 5 142.483
4.46s 6 60.2368
4.46s 7 396.173
4.46s 8 19.6928
4.46s 9 27.8016
4.47s 0 6.9504
4.47s 1 6.9504
4.47s 2 0
4.47s 3 56.7616
4.47s 4 40.544
4.47s 5 28.96
4.47s 6 34.752
4.47s 7 22.0096
4.47s 8 18.5344
4.47s 9 0
4.48s 0 72.9792
4.48s 1 70.6624
4.48s 2 62.5536
4.48s 3 171.443
4.48s 4 187.661
4.48s 5 139.008
4.48s 6 1.1584
4.48s 7 121.632
4.48s 8 62.5536
4.48s 9 1.1584
4.49s 0 1.1584
4.49s 1 308.134
4.49s 2 1.1584
4.49s 3 63.712
4.49s 4 68.3456
4.49s 5 9.2672
4.49s 6 0
4.49s 7 0
4.49s 8 0
4.49s 9 0
4.5s 0 0
4.5s 1 288.442
4.5s 2 0
4.5s 3 122.79
4.5s 4 210.829
4.5s 5 71.8208
4.5s 6 27.8016
4.5s 7 196.928
4.5s 8 1.1584
4.5s 9 41.7024
4.51s 0 230.522
4.51s 1 8.1088
4.51s 2 2.3168
4.51s 3 54.4448
4.51s 4 57.92
4.51s 5 3.4752
4.51s 6 27.8016
4.51s 7 13.9008
4.51s 8 3.4752
4.51s 9 33.5936
4.52s 0 267.59
4.52s 1 121.632
4.52s 2 75.296
4.52s 3 196.928
4.52s 4 34.752
4.52s 5 1.1584
4.52s 6 1.1584
4.52s 7 86.88
4.52s 8 59.0784
4.52s 9 75.296
4.53s 0 78.7712
4.53s 1 1.1584
4.53s 2 6.9504
4.53s 3 0
4.53s 4 37.0688
4.53s 5 0
4.53s 6 0
4.53s 7 38.2272
4.53s 8 1.1584
4.53s 9 671.872
4.54s 0 1.1584
4.54s 1 0
4.54s 2 0
4.54s 3 0
4.54s 4 1.1584
4.54s 5 612.794
4.54s 6 209.67
4.54s 7 12.7424
4.54s 8 0
4.54s 9 0
4.55s 0 0
4.55s 1 0
4.55s 2 0
4.55s 3 112.365
4.55s 4 31.2768
4.55s 5 6.9504
4.55s 6 1.1584
4.55s 7 19.6928
4.55s 8 70.6624
4.55s 9 0
4.56s 0 0
4.56s 1 1.1584
4.56s 2 0
4.56s 3 339.411
4.56s 4 216.621
4.56s 5 133.216
4.56s 6 0
4.56s 7 1.1584
4.56s 8 261.798
4.56s 9 0
4.57s 0 12.7424
4.57s 1 106.573
4.57s 2 1.1584
4.57s 3 187.661
4.57s 4 170.285
4.57s 5 89.1968
4.57s 6 0
4.57s 7 0
4.57s 8 195.77
4.57s 9 54.4448
4.58s 0 45.1776
4.58s 1 31.2768
4.58s 2 0
4.58s 3 147.117
4.58s 4 0
4.58s 5 239.789
4.58s 6 0
4.58s 7 0
4.58s 8 45.1776
4.58s 9 0
4.59s 0 78.7712
4.59s 1 5.792
4.59s 2 0
4.59s 3 152.909
4.59s 4 93.8304
4.59s 5 139.008
4.59s 6 0
4.59s 7 0
4.59s 8 155.226
4.59s 9 18.5344
4.6s 0 1.1584
4.6s 1 135.533
4.6s 2 0
4.6s 3 64.8704
4.6s 4 9.2672
4.6s 5 262.957
4.6s 6 0
4.6s 7 0
4.6s 8 158.701
4.6s 9 1.1584
4.61s 0 0
4.61s 1 110.048
4.61s 2 3.4752
4.61s 3 56.7616
4.61s 4 194.611
4.61s 5 144.8
4.61s 6 34.752
4.61s 7 0
4.61s 8 167.968
4.61s 9 0
4.62s 0 0
4.62s 1 26.6432
4.62s 2 40.544
4.62s 3 298.867
4.62s 4 1.1584
4.62s 5 31.2768
4.62s 6 254.848
4.62s 7 50.9696
4.62s 8 1.1584
4.62s 9 40.544
4.63s 0 0
4.63s 1 74.1376
4.63s 2 420.499
4.63s 3 2.3168
4.63s 4 0
4.63s 5 157.542
4.63s 6 1.1584
4.63s 7 1.1584
4.63s 8 27.8016
4.63s 9 6.9504
4.64s 0 0
4.64s 1 141.325
4.64s 2 244.422
4.64s 3 74.1376
4.64s 4 0
4.64s 5 163.334
4.64s 6 0
4.64s 7 0
4.64s 8 37.0688
4.64s 9 47.4944
4.65s 0 0
4.65s 1 1.1584
4.65s 2 1.1584
4.65s 3 60.2368
4.65s 4 0
4.65s 5 78.7712
4.65s 6 103.098
4.65s 7 323.194
4.65s 8 106.573
4.65s 9 45.1776
4.66s 0 230.522
4.66s 1 72.9792
4.66s 2 27.8016
4.66s 3 88.0384
4.66s 4 0
4.66s 5 44.0192
4.66s 6 28.96
4.66s 7 98.464
4.66s 8 26.6432
4.66s 9 32.4352
4.67s 0 476.102
4.67s 1 25.4848
4.67s 2 90.3552
4.67s 3 23.168
4.67s 4 0
4.67s 5 97.3056
4.67s 6 77.6128
4.67s 7 40.544
4.67s 8 61.3952
4.67s 9 113.523
4.68s 0 31.2768
4.68s 1 40.544
4.68s 2 10.4256
4.68s 3 37.0688
4.68s 4 35.9104
4.68s 5 12.7424
4.68s 6 12.7424
4.68s 7 15.0592
4.68s 8 2.3168
4.68s 9 22.0096
4.69s 0 75.296
4.69s 1 82.2464
4.69s 2 38.2272
4.69s 3 121.632
4.69s 4 59.0784
4.69s 5 98.464
4.69s 6 53.2864
4.69s 7 75.296
4.69s 8 34.752
4.69s 9 70.6624
4.7s 0 16.2176
4.7s 1 179.552
4.7s 2 1.1584
4.7s 3 46.336
4.7s 4 110.048
4.7s 5 40.544
4.7s 6 62.5536
4.7s 7 33.5936
4.7s 8 20.8512
4.7s 9 31.2768
4.71s 0 218.938
4.71s 1 22.0096
4.71s 2 0
4.71s 3 27.8016
4.71s 4 53.2864
4.71s 5 12.7424
4.71s 6 11.584
4.71s 7 2.3168
4.71s 8 12.7424
4.71s 9 11.584
4.72s 0 271.066
4.72s 1 156.384
4.72s 2 0
4.72s 3 81.088
4.72s 4 1.1584
4.72s 5 122.79
4.72s 6 151.75
4.72s 7 67.1872
4.72s 8 71.8208
4.72s 9 1.1584
4.73s 0 107.731
4.73s 1 0
4.73s 2 1.1584
4.73s 3 6.9504
4.73s 4 0
4.73s 5 252.531
4.73s 6 3.4752
4.73s 7 0
4.73s 8 0
4.73s 9 0
4.74s 0 164.493
4.74s 1 86.88
4.74s 2 0
4.74s 3 78.7712
4.74s 4 0
4.74s 5 167.968
4.74s 6 203.878
4.74s 7 54.4448
4.74s 8 60.2368
4.74s 9 5.792
4.75s 0 8.1088
4.75s 1 27.8016
4.75s 2 5.792
4.75s 3 196.928
4.75s 4 1.1584
4.75s 5 66.0288
4.75s 6 61.3952
4.75s 7 39.3856
4.75s 8 47.4944
4.75s 9 108.89
4.76s 0 34.752
4.76s 1 49.8112
4.76s 2 6.9504
4.76s 3 39.3856
4.76s 4 0
4.76s 5 15.0592
4.76s 6 30.1184
4.76s 7 37.0688
4.76s 8 41.7024
4.76s 9 41.7024
4.77s 0 232.838
4.77s 1 16.2176
4.77s 2 23.168
4.77s 3 118.157
4.77s 4 5.792
4.77s 5 344.045
4.77s 6 68.3456
4.77s 7 72.9792
4.77s 8 31.2768
4.77s 9 4.6336
4.78s 0 0
4.78s 1 1.1584
4.78s 2 1.1584
4.78s 3 1.1584
4.78s 4 75.296
4.78s 5 1.1584
4.78s 6 16.2176
4.78s 7 22.0096
4.78s 8 19.6928
4.78s 9 110.048
4.79s 0 40.544
4.79s 1 0
4.79s 2 0
4.79s 3 122.79
4.79s 4 108.89
4.79s 5 26.6432
4.79s 6 144.8
4.79s 7 68.3456
4.79s 8 114.682
4.79s 9 96.1472
4.8s 0 128.582
4.8s 1 0
4.8s 2 5.792
4.8s 3 162.176
4.8s 4 6.9504
4.8s 5 325.51
4.8s 6 1.1584
4.8s 7 31.2768
4.8s 8 1.1584
4.8s 9 40.544
4.81s 0 70.6624
4.81s 1 3.4752
4.81s 2 20.8512
4.81s 3 93.8304
4.81s 4 84.5632
4.81s 5 76.4544
4.81s 6 0
4.81s 7 93.8304
4.81s 8 0
4.81s 9 10.4256
4.82s 0 63.712
4.82s 1 349.837
4.82s 2 12.7424
4.82s 3 90.3552
4.82s 4 39.3856
4.82s 5 127.424
4.82s 6 0
4.82s 7 25.4848
4.82s 8 0
4.82s 9 167.968
4.83s 0 45.1776
4.83s 1 45.1776
4.83s 2 2.3168
4.83s 3 10.4256
4.83s 4 56.7616
4.83s 5 63.712
4.83s 6 3.4752
4.83s 7 32.4352
4.83s 8 3.4752
4.83s 9 28.96
4.84s 0 217.779
4.84s 1 116.998
4.84s 2 52.128
4.84s 3 100.781
4.84s 4 22.0096
4.84s 5 1.1584
4.84s 6 90.3552
4.84s 7 191.136
4.84s 8 86.88
4.84s 9 75.296
4.85s 0 1.1584
4.85s 1 13.9008
4.85s 2 94.9888
4.85s 3 17.376
4.85s 4 16.2176
4.85s 5 0
4.85s 6 4.6336
4.85s 7 1.1584
4.85s 8 15.0592
4.85s 9 161.018
4.86s 0 71.8208
4.86s 1 78.7712
4.86s 2 118.157
4.86s 3 42.8608
4.86s 4 183.027
4.86s 5 3.4752
4.86s 6 23.168
4.86s 7 150.592
4.86s 8 1.1584
4.86s 9 142.483
4.87s 0 152.909
4.87s 1 6.9504
4.87s 2 2.3168
4.87s 3 10.4256
4.87s 4 2.3168
4.87s 5 312.768
4.87s 6 30.1184
4.87s 7 3.4752
4.87s 8 0
4.87s 9 50.9696
4.88s 0 60.2368
4.88s 1 69.504
4.88s 2 53.2864
4.88s 3 38.2272
4.88s 4 32.4352
4.88s 5 110.048
4.88s 6 37.0688
4.88s 7 17.376
4.88s 8 0
4.88s 9 39.3856
4.89s 0 99.6224
4.89s 1 33.5936
4.89s 2 66.0288
4.89s 3 27.8016
4.89s 4 1.1584
4.89s 5 81.088
4.89s 6 1.1584
4.89s 7 201.562
4.89s 8 1.1584
4.89s 9 196.928
4.9s 0 154.067
4.9s 1 3.4752
4.9s 2 62.5536
4.9s 3 26.6432
4.9s 4 0
4.9s 5 158.701
4.9s 6 0
4.9s 7 74.1376
4.9s 8 0
4.9s 9 69.504
4.91s 0 1.1584
4.91s 1 130.899
4.91s 2 90.3552
4.91s 3 208.512
4.91s 4 38.2272
4.91s 5 1.1584
4.91s 6 16.2176
4.91s 7 48.6528
4.91s 8 201.562
4.91s 9 53.2864
4.92s 0 0
4.92s 1 78.7712
4.92s 2 82.2464
4.92s 3 113.523
4.92s 4 54.4448
4.92s 5 0
4.92s 6 20.8512
4.92s 7 26.6432
4.92s 8 101.939
4.92s 9 45.1776
4.93s 0 5.792
4.93s 1 59.0784
4.93s 2 108.89
4.93s 3 59.0784
4.93s 4 1.1584
4.93s 5 15.0592
4.93s 6 1.1584
4.93s 7 152.909
4.93s 8 24.3264
4.93s 9 327.827
4.94s 0 9.2672
4.94s 1 69.504
4.94s 2 56.7616
4.94s 3 223.571
4.94s 4 0
4.94s 5 0
4.94s 6 0
4.94s 7 31.2768
4.94s 8 23.168
4.94s 9 46.336
4.95s 0 92.672
4.95s 1 90.3552
4.95s 2 76.4544
4.95s 3 1.1584
4.95s 4 5.792
4.95s 5 269.907
4.95s 6 15.0592
4.95s 7 122.79
4.95s 8 128.582
4.95s 9 134.374
4.96s 0 20.8512
4.96s 1 32.4352
4.96s 2 96.1472
4.96s 3 0
4.96s 4 105.414
4.96s 5 31.2768
4.96s 6 18.5344
4.96s 7 6.9504
4.96s 8 1.1584
4.96s 9 32.4352
4.97s 0 101.939
4.97s 1 40.544
4.97s 2 34.752
4.97s 3 0
4.97s 4 185.344
4.97s 5 31.2768
4.97s 6 6.9504
4.97s 7 173.76
4.97s 8 191.136
4.97s 9 120.474
4.98s 0 1.1584
4.98s 1 1.1584
4.98s 2 1.1584
4.98s 3 1.1584
4.98s 4 19.6928
4.98s 5 83.4048
4.98s 6 232.838
4.98s 7 3.4752
4.98s 8 3.4752
4.98s 9 101.939
4.99s 0 0
4.99s 1 0
4.99s 2 0
4.99s 3 0
4.99s 4 99.6224
4.99s 5 179.552
4.99s 6 233.997
4.99s 7 89.1968
4.99s 8 133.216
4.99s 9 207.354
5s 0 3.4752
5s 1 210.829
5s 2 5.792
5s 3 38.2272
5s 4 34.752
5s 5 5.792
5s 6 5.792
5s 7 1.1584
5s 8 68.3456
5s 9 56.7616
