#Time(s) flow thruput(Mb/s)
2.58s 8 427.213
2.58s 9 1.2288
2.58s 10 527.974
2.58s 11 1.2288
2.58s 12 1.2288
2.58s 13 1.2288
2.58s 14 432.947
2.58s 15 1.2288
2.58s 16 501.76
2.58s 17 499.302
2.58s 18 1.2288
2.58s 19 598.835
2.59s 0 900.301
2.59s 1 898.662
2.59s 2 895.386
2.59s 3 896.614
2.59s 4 899.072
2.59s 5 897.843
2.59s 6 458.752
2.59s 7 443.597
2.59s 8 464.486
2.59s 9 0.8192
2.59s 10 477.184
2.59s 11 1.2288
2.59s 12 1.2288
2.59s 13 1.2288
2.59s 14 493.568
2.59s 15 1.2288
2.59s 16 461.21
2.59s 17 399.77
2.59s 18 1.2288
2.59s 19 484.147
2.6s 0 1012.12
2.6s 1 1012.53
2.6s 2 1012.12
2.6s 3 1012.53
2.6s 4 1014.58
2.6s 5 1014.99
2.6s 6 493.568
2.6s 7 537.395
2.6s 8 448.512
2.6s 9 1.2288
2.6s 10 449.741
2.6s 11 1.2288
2.6s 12 1.2288
2.6s 13 1.2288
2.6s 14 517.734
2.6s 15 1.2288
2.6s 16 553.37
2.6s 17 349.798
2.6s 18 0.8192
2.6s 19 408.781
2.61s 0 899.072
2.61s 1 899.891
2.61s 2 899.072
2.61s 3 899.891
2.61s 4 899.072
2.61s 5 898.662
2.61s 6 477.184
2.61s 7 559.514
2.61s 8 418.202
2.61s 9 1.2288
2.61s 10 484.147
2.61s 11 1.2288
2.61s 12 0.8192
2.61s 13 1.2288
2.61s 14 520.192
2.61s 15 1.2288
2.61s 16 532.89
2.61s 17 368.23
2.61s 18 1.2288
2.61s 19 355.942
2.62s 0 899.072
2.62s 1 896.614
2.62s 2 899.072
2.62s 3 897.843
2.62s 4 899.891
2.62s 5 897.843
2.62s 6 508.723
2.62s 7 548.045
2.62s 8 448.102
2.62s 9 1.2288
2.62s 10 487.834
2.62s 11 0.8192
2.62s 12 1.2288
2.62s 13 0.8192
2.62s 14 510.771
2.62s 15 1.2288
2.62s 16 413.696
2.62s 17 314.163
2.62s 18 1.2288
2.62s 19 451.789
2.63s 0 1012.12
2.63s 1 1010.07
2.63s 2 1010.07
2.63s 3 1010.07
2.63s 4 1014.99
2.63s 5 1010.07
2.63s 6 564.019
2.63s 7 468.992
2.63s 8 448.512
2.63s 9 1.2288
2.63s 10 355.533
2.63s 11 1.2288
2.63s 12 1.2288
2.63s 13 1.2288
2.63s 14 433.357
2.63s 15 0.8192
2.63s 16 527.155
2.63s 17 468.992
2.63s 18 1.2288
2.63s 19 500.122
2.64s 0 900.301
2.64s 1 903.578
2.64s 2 901.12
2.64s 3 902.349
2.64s 4 899.891
2.64s 5 902.349
2.64s 6 569.754
2.64s 7 468.173
2.64s 8 552.55
2.64s 9 1.2288
2.64s 10 306.79
2.64s 11 1.2288
2.64s 12 1.2288
2.64s 13 1.2288
2.64s 14 473.907
2.64s 15 1.2288
2.64s 16 485.376
2.64s 17 391.578
2.64s 18 1.2288
2.64s 19 480.87
2.65s 0 898.662
2.65s 1 901.53
2.65s 2 897.843
2.65s 3 900.301
2.65s 4 899.072
2.65s 5 900.301
2.65s 6 528.384
2.65s 7 463.258
2.65s 8 521.421
2.65s 9 0.8192
2.65s 10 456.704
2.65s 11 1.2288
2.65s 12 1.2288
2.65s 13 1.2288
2.65s 14 501.35
2.65s 15 1.2288
2.65s 16 249.037
2.65s 17 498.074
2.65s 18 0
2.65s 19 440.32
2.66s 0 1016.22
2.66s 1 1015.81
2.66s 2 1014.58
2.66s 3 1014.58
2.66s 4 1015.81
2.66s 5 1017.04
2.66s 6 529.203
2.66s 7 512
2.66s 8 532.48
2.66s 9 1.2288
2.66s 10 455.066
2.66s 11 1.2288
2.66s 12 1.2288
2.66s 13 1.2288
2.66s 14 449.741
2.66s 15 1.2288
2.66s 16 314.982
2.66s 17 364.954
2.66s 18 1.2288
2.66s 19 618.496
2.67s 0 897.843
2.67s 1 896.614
2.67s 2 896.614
2.67s 3 896.614
2.67s 4 897.843
2.67s 5 895.386
2.67s 6 492.339
2.67s 7 456.704
2.67s 8 419.43
2.67s 9 0
2.67s 10 513.229
2.67s 11 1.2288
2.67s 12 0.8192
2.67s 13 1.2288
2.67s 14 377.651
2.67s 15 1.2288
2.67s 16 569.754
2.67s 17 439.091
2.67s 18 0.8192
2.67s 19 464.486
2.68s 0 899.891
2.68s 1 902.349
2.68s 2 902.349
2.68s 3 902.349
2.68s 4 898.662
2.68s 5 902.349
2.68s 6 461.21
2.68s 7 572.211
2.68s 8 546.816
2.68s 9 1.2288
2.68s 10 479.642
2.68s 11 0
2.68s 12 1.2288
2.68s 13 0.8192
2.68s 14 421.478
2.68s 15 1.2288
2.68s 16 455.475
2.68s 17 334.643
2.68s 18 1.2288
2.68s 19 407.962
2.69s 0 1012.53
2.69s 1 1011.3
2.69s 2 1010.48
2.69s 3 1011.3
2.69s 4 1013.76
2.69s 5 1011.3
2.69s 6 510.771
2.69s 7 600.883
2.69s 8 544.358
2.69s 9 1.2288
2.69s 10 410.01
2.69s 11 0.8192
2.69s 12 1.2288
2.69s 13 1.2288
2.69s 14 400.998
2.69s 15 0.8192
2.69s 16 456.294
2.69s 17 384.614
2.69s 18 1.2288
2.69s 19 427.213
2.7s 0 898.662
2.7s 1 897.843
2.7s 2 897.434
2.7s 3 897.843
2.7s 4 899.891
2.7s 5 897.843
2.7s 6 459.981
2.7s 7 461.21
2.7s 8 453.018
2.7s 9 1.2288
2.7s 10 439.091
2.7s 11 1.2288
2.7s 12 1.2288
2.7s 13 1.2288
2.7s 14 547.635
2.7s 15 0
2.7s 16 521.421
2.7s 17 439.091
2.7s 18 1.2288
2.7s 19 407.962
2.71s 0 1005.57
2.71s 1 898.662
2.71s 2 901.53
2.71s 3 897.843
2.71s 4 899.072
2.71s 5 897.843
2.71s 6 351.027
2.71s 7 724.992
2.71s 8 400.998
2.71s 9 0.8192
2.71s 10 408.781
2.71s 11 1.2288
2.71s 12 1.2288
2.71s 13 1.2288
2.71s 14 546.816
2.71s 15 1.2288
2.71s 16 455.066
2.71s 17 482.918
2.71s 18 1.2288
2.71s 19 311.296
2.72s 0 908.083
2.72s 1 1017.45
2.72s 2 1013.35
2.72s 3 1017.04
2.72s 4 1012.53
2.72s 5 1014.58
2.72s 6 391.578
2.72s 7 669.696
2.72s 8 349.798
2.72s 9 1.2288
2.72s 10 528.384
2.72s 11 1.2288
2.72s 12 1.2288
2.72s 13 1.2288
2.72s 14 575.898
2.72s 15 1.2288
2.72s 16 484.147
2.72s 17 446.054
2.72s 18 1.2288
2.72s 19 342.016
2.73s 0 901.53
2.73s 1 899.891
2.73s 2 900.301
2.73s 3 902.349
2.73s 4 902.349
2.73s 5 902.349
2.73s 6 441.139
2.73s 7 507.494
2.73s 8 439.091
2.73s 9 1.2288
2.73s 10 527.974
2.73s 11 1.2288
2.73s 12 0.8192
2.73s 13 1.2288
2.73s 14 537.395
2.73s 15 1.2288
2.73s 16 411.238
2.73s 17 435.405
2.73s 18 0.8192
2.73s 19 425.984
2.74s 0 896.614
2.74s 1 897.843
2.74s 2 898.662
2.74s 3 899.891
2.74s 4 898.662
2.74s 5 897.843
2.74s 6 523.878
2.74s 7 453.837
2.74s 8 321.946
2.74s 9 1.2288
2.74s 10 483.328
2.74s 11 1.2288
2.74s 12 1.2288
2.74s 13 0.8192
2.74s 14 496.845
2.74s 15 1.2288
2.74s 16 494.797
2.74s 17 413.696
2.74s 18 1.2288
2.74s 19 504.218
2.75s 0 1010.07
2.75s 1 1012.53
2.75s 2 1016.22
2.75s 3 1017.45
2.75s 4 1044.07
2.75s 5 1012.53
2.75s 6 482.918
2.75s 7 472.678
2.75s 8 390.349
2.75s 9 1.2288
2.75s 10 555.827
2.75s 11 0.8192
2.75s 12 1.2288
2.75s 13 1.2288
2.75s 14 479.642
2.75s 15 0.8192
2.75s 16 550.093
2.75s 17 430.899
2.75s 18 1.2288
2.75s 19 414.515
2.76s 0 902.349
2.76s 1 903.168
2.76s 2 903.578
2.76s 3 903.578
2.76s 4 873.267
2.76s 5 901.12
2.76s 6 536.166
2.76s 7 485.376
2.76s 8 428.442
2.76s 9 1.2288
2.76s 10 371.917
2.76s 11 1.2288
2.76s 12 0
2.76s 13 1.2288
2.76s 14 405.504
2.76s 15 1.2288
2.76s 16 601.293
2.76s 17 479.642
2.76s 18 1.2288
2.76s 19 407.962
2.77s 0 899.891
2.77s 1 900.301
2.77s 2 901.12
2.77s 3 902.349
2.77s 4 906.035
2.77s 5 899.891
2.77s 6 451.789
2.77s 7 538.624
2.77s 8 434.586
2.77s 9 0.8192
2.77s 10 342.835
2.77s 11 1.2288
2.77s 12 1.2288
2.77s 13 1.2288
2.77s 14 471.45
2.77s 15 1.2288
2.77s 16 550.502
2.77s 17 423.936
2.77s 18 1.2288
2.77s 19 437.862
2.78s 0 1012.53
2.78s 1 1008.84
2.78s 2 1010.07
2.78s 3 1014.58
2.78s 4 1013.35
2.78s 5 1010.07
2.78s 6 468.173
2.78s 7 459.981
2.78s 8 577.946
2.78s 9 1.2288
2.78s 10 354.304
2.78s 11 1.2288
2.78s 12 1.2288
2.78s 13 1.2288
2.78s 14 529.203
2.78s 15 1.2288
2.78s 16 516.506
2.78s 17 419.43
2.78s 18 0.8192
2.78s 19 472.678
2.79s 0 899.072
2.79s 1 897.843
2.79s 2 897.843
2.79s 3 901.12
2.79s 4 899.072
2.79s 5 899.072
2.79s 6 514.458
2.79s 7 473.907
2.79s 8 385.843
2.79s 9 1.2288
2.79s 10 482.099
2.79s 11 1.2288
2.79s 12 1.2288
2.79s 13 1.2288
2.79s 14 457.933
2.79s 15 1.2288
2.79s 16 528.384
2.79s 17 401.818
2.79s 18 1.2288
2.79s 19 487.424
2.8s 0 897.843
2.8s 1 899.891
2.8s 2 897.843
2.8s 3 901.53
2.8s 4 897.843
2.8s 5 897.843
2.8s 6 505.037
2.8s 7 379.699
2.8s 8 393.626
2.8s 9 1.2288
2.8s 10 432.128
2.8s 11 1.2288
2.8s 12 0.8192
2.8s 13 0.8192
2.8s 14 614.81
2.8s 15 1.2288
2.8s 16 416.973
2.8s 17 439.091
2.8s 18 1.2288
2.8s 19 471.45
2.81s 0 1012.12
2.81s 1 1012.53
2.81s 2 1006.39
2.81s 3 1011.3
2.81s 4 1008.84
2.81s 5 1012.53
2.81s 6 443.597
2.81s 7 375.603
2.81s 8 444.826
2.81s 9 1.2288
2.81s 10 557.056
2.81s 11 0.8192
2.81s 12 1.2288
2.81s 13 1.2288
2.81s 14 603.75
2.81s 15 0.8192
2.81s 16 564.019
2.81s 17 401.818
2.81s 18 1.2288
2.81s 19 375.603
2.82s 0 897.843
2.82s 1 895.386
2.82s 2 896.614
2.82s 3 895.386
2.82s 4 899.072
2.82s 5 897.434
2.82s 6 427.213
2.82s 7 509.542
2.82s 8 398.541
2.82s 9 1.2288
2.82s 10 524.698
2.82s 11 1.2288
2.82s 12 1.2288
2.82s 13 1.2288
2.82s 14 479.642
2.82s 15 1.2288
2.82s 16 595.558
2.82s 17 456.704
2.82s 18 1.2288
2.82s 19 320.717
2.83s 0 900.301
2.83s 1 901.53
2.83s 2 900.301
2.83s 3 898.662
2.83s 4 898.662
2.83s 5 900.301
2.83s 6 432.128
2.83s 7 465.715
2.83s 8 543.539
2.83s 9 0.8192
2.83s 10 433.357
2.83s 11 1.2288
2.83s 12 1.2288
2.83s 13 0
2.83s 14 553.37
2.83s 15 1.2288
2.83s 16 439.91
2.83s 17 477.184
2.83s 18 1.2288
2.83s 19 319.898
2.84s 0 1012.12
2.84s 1 1012.12
2.84s 2 1013.35
2.84s 3 1013.76
2.84s 4 1012.53
2.84s 5 1014.58
2.84s 6 509.952
2.84s 7 428.442
2.84s 8 588.186
2.84s 9 1.2288
2.84s 10 414.925
2.84s 11 1.2288
2.84s 12 1.2288
2.84s 13 1.2288
2.84s 14 484.557
2.84s 15 1.2288
2.84s 16 482.099
2.84s 17 385.843
2.84s 18 0.8192
2.84s 19 498.893
2.85s 0 899.072
2.85s 1 900.301
2.85s 2 900.301
2.85s 3 899.891
2.85s 4 896.614
2.85s 5 899.072
2.85s 6 481.69
2.85s 7 354.714
2.85s 8 476.365
2.85s 9 1.2288
2.85s 10 417.792
2.85s 11 1.2288
2.85s 12 1.2288
2.85s 13 1.2288
2.85s 14 565.248
2.85s 15 1.2288
2.85s 16 430.899
2.85s 17 436.634
2.85s 18 1.2288
2.85s 19 559.514
2.86s 0 899.072
2.86s 1 896.614
2.86s 2 902.349
2.86s 3 896.614
2.86s 4 897.843
2.86s 5 897.843
2.86s 6 444.826
2.86s 7 457.523
2.86s 8 442.368
2.86s 9 1.2288
2.86s 10 396.493
2.86s 11 1.2288
2.86s 12 0.8192
2.86s 13 1.2288
2.86s 14 465.715
2.86s 15 1.2288
2.86s 16 457.523
2.86s 17 558.285
2.86s 18 1.2288
2.86s 19 446.054
2.87s 0 1012.12
2.87s 1 1015.81
2.87s 2 1013.35
2.87s 3 1010.48
2.87s 4 1010.07
2.87s 5 1015.81
2.87s 6 491.11
2.87s 7 454.246
2.87s 8 508.723
2.87s 9 1.2288
2.87s 10 472.678
2.87s 11 0.8192
2.87s 12 1.2288
2.87s 13 0.8192
2.87s 14 531.661
2.87s 15 0.8192
2.87s 16 481.69
2.87s 17 423.936
2.87s 18 1.2288
2.87s 19 413.696
2.88s 0 901.53
2.88s 1 902.349
2.88s 2 900.301
2.88s 3 899.891
2.88s 4 897.843
2.88s 5 899.072
2.88s 6 448.512
2.88s 7 586.138
2.88s 8 419.021
2.88s 9 1.2288
2.88s 10 456.294
2.88s 11 1.2288
2.88s 12 1.2288
2.88s 13 1.2288
2.88s 14 488.653
2.88s 15 1.2288
2.88s 16 504.218
2.88s 17 380.928
2.88s 18 1.2288
2.88s 19 449.331
2.89s 0 903.578
2.89s 1 900.301
2.89s 2 898.662
2.89s 3 899.072
2.89s 4 899.891
2.89s 5 897.434
2.89s 6 396.083
2.89s 7 455.066
2.89s 8 476.365
2.89s 9 0.8192
2.89s 10 518.963
2.89s 11 1.2288
2.89s 12 1.2288
2.89s 13 1.2288
2.89s 14 472.678
2.89s 15 1.2288
2.89s 16 423.936
2.89s 17 453.018
2.89s 18 1.2288
2.89s 19 469.402
2.9s 0 1014.58
2.9s 1 1014.58
2.9s 2 1010.48
2.9s 3 1010.07
2.9s 4 1010.07
2.9s 5 1013.76
2.9s 6 380.109
2.9s 7 550.093
2.9s 8 557.056
2.9s 9 1.2288
2.9s 10 406.733
2.9s 11 1.2288
2.9s 12 1.2288
2.9s 13 1.2288
2.9s 14 475.955
2.9s 15 1.2288
2.9s 16 529.203
2.9s 17 465.715
2.9s 18 0.8192
2.9s 19 410.01
2.91s 0 903.578
2.91s 1 904.806
2.91s 2 903.578
2.91s 3 903.578
2.91s 4 903.578
2.91s 5 902.349
2.91s 6 273.203
2.91s 7 647.578
2.91s 8 442.368
2.91s 9 1.2288
2.91s 10 391.168
2.91s 11 1.2288
2.91s 12 1.2288
2.91s 13 1.2288
2.91s 14 475.136
2.91s 15 1.2288
2.91s 16 580.403
2.91s 17 462.438
2.91s 18 1.2288
2.91s 19 457.523
2.92s 0 899.072
2.92s 1 1011.3
2.92s 2 896.614
2.92s 3 896.614
2.92s 4 1006.8
2.92s 5 897.843
2.92s 6 361.267
2.92s 7 548.045
2.92s 8 536.576
2.92s 9 1.2288
2.92s 10 448.512
2.92s 11 1.2288
2.92s 12 0.8192
2.92s 13 0.8192
2.92s 14 565.248
2.92s 15 1.2288
2.92s 16 435.814
2.92s 17 328.909
2.92s 18 1.2288
2.92s 19 425.165
2.93s 0 1014.58
2.93s 1 906.854
2.93s 2 1012.12
2.93s 3 1011.3
2.93s 4 909.312
2.93s 5 1013.76
2.93s 6 502.989
2.93s 7 485.376
2.93s 8 629.965
2.93s 9 1.2288
2.93s 10 399.77
2.93s 11 0.8192
2.93s 12 1.2288
2.93s 13 1.2288
2.93s 14 537.395
2.93s 15 0.8192
2.93s 16 457.523
2.93s 17 281.395
2.93s 18 1.2288
2.93s 19 479.642
2.94s 0 900.301
2.94s 1 902.349
2.94s 2 901.53
2.94s 3 897.434
2.94s 4 903.578
2.94s 5 899.891
2.94s 6 455.066
2.94s 7 461.21
2.94s 8 616.448
2.94s 9 1.2288
2.94s 10 408.781
2.94s 11 1.2288
2.94s 12 1.2288
2.94s 13 1.2288
2.94s 14 430.08
2.94s 15 1.2288
2.94s 16 444.826
2.94s 17 416.973
2.94s 18 1.2288
2.94s 19 498.074
2.95s 0 898.662
2.95s 1 900.301
2.95s 2 899.891
2.95s 3 897.843
2.95s 4 899.891
2.95s 5 899.072
2.95s 6 560.742
2.95s 7 551.322
2.95s 8 555.827
2.95s 9 0.8192
2.95s 10 323.174
2.95s 11 1.2288
2.95s 12 1.2288
2.95s 13 1.2288
2.95s 14 439.91
2.95s 15 1.2288
2.95s 16 406.323
2.95s 17 369.459
2.95s 18 1.2288
2.95s 19 473.498
2.96s 0 1012.53
2.96s 1 1008.84
2.96s 2 1014.58
2.96s 3 1014.99
2.96s 4 1010.07
2.96s 5 1011.3
2.96s 6 501.76
2.96s 7 467.763
2.96s 8 527.155
2.96s 9 1.2288
2.96s 10 415.744
2.96s 11 1.2288
2.96s 12 1.2288
2.96s 13 1.2288
2.96s 14 461.21
2.96s 15 1.2288
2.96s 16 461.21
2.96s 17 354.714
2.96s 18 0.8192
2.96s 19 559.514
2.97s 0 901.12
2.97s 1 900.301
2.97s 2 902.758
2.97s 3 901.12
2.97s 4 900.301
2.97s 5 901.12
2.97s 6 565.248
2.97s 7 457.523
2.97s 8 581.632
2.97s 9 0
2.97s 10 444.826
2.97s 11 1.2288
2.97s 12 0.8192
2.97s 13 1.2288
2.97s 14 404.275
2.97s 15 1.2288
2.97s 16 421.478
2.97s 17 376.422
2.97s 18 1.2288
2.97s 19 479.642
2.98s 0 899.072
2.98s 1 895.386
2.98s 2 905.626
2.98s 3 899.891
2.98s 4 899.072
2.98s 5 897.843
2.98s 6 481.69
2.98s 7 592.282
2.98s 8 551.322
2.98s 9 1.2288
2.98s 10 414.925
2.98s 11 0
2.98s 12 1.2288
2.98s 13 0.8192
2.98s 14 386.662
2.98s 15 1.2288
2.98s 16 325.632
2.98s 17 568.525
2.98s 18 1.2288
2.98s 19 354.714
2.99s 0 1010.07
2.99s 1 1013.35
2.99s 2 1011.3
2.99s 3 1012.53
2.99s 4 1012.12
2.99s 5 1010.07
2.99s 6 398.541
2.99s 7 543.13
2.99s 8 418.202
2.99s 9 1.2288
2.99s 10 575.488
2.99s 11 0.8192
2.99s 12 1.2288
2.99s 13 1.2288
2.99s 14 412.467
2.99s 15 0.8192
2.99s 16 440.32
2.99s 17 515.686
2.99s 18 1.2288
2.99s 19 464.486
3s 0 899.072
3s 1 896.614
3s 2 897.843
3s 3 896.614
3s 4 897.843
3s 5 895.386
3s 6 425.165
3s 7 345.293
3s 8 567.706
3s 9 1.2288
3s 10 485.376
3s 11 1.2288
3s 12 1.2288
3s 13 1.2288
3s 14 338.33
3s 15 1.2288
3s 16 480.461
3s 17 477.184
3s 18 0
3s 19 605.798
3.01s 0 898.662
3.01s 1 897.843
3.01s 2 895.386
3.01s 3 896.614
3.01s 4 899.072
3.01s 5 899.072
3.01s 6 375.194
3.01s 7 446.054
3.01s 8 523.469
3.01s 9 1.2288
3.01s 10 411.238
3.01s 11 1.2288
3.01s 12 1.2288
3.01s 13 1.2288
3.01s 14 385.843
3.01s 15 1.2288
3.01s 16 464.486
3.01s 17 493.568
3.01s 18 1.2288
3.01s 19 582.451
3.02s 0 1012.53
3.02s 1 1011.3
3.02s 2 1008.03
3.02s 3 1012.53
3.02s 4 1011.3
3.02s 5 1012.12
3.02s 6 353.485
3.02s 7 474.726
3.02s 8 366.182
3.02s 9 0.8192
3.02s 10 515.686
3.02s 11 1.2288
3.02s 12 1.2288
3.02s 13 1.2288
3.02s 14 432.128
3.02s 15 1.2288
3.02s 16 506.266
3.02s 17 474.726
3.02s 18 1.2288
3.02s 19 631.603
3.03s 0 901.12
3.03s 1 902.349
3.03s 2 898.662
3.03s 3 899.891
3.03s 4 899.891
3.03s 5 901.53
3.03s 6 414.925
3.03s 7 440.32
3.03s 8 347.341
3.03s 9 1.2288
3.03s 10 500.531
3.03s 11 1.2288
3.03s 12 0.8192
3.03s 13 1.2288
3.03s 14 517.734
3.03s 15 1.2288
3.03s 16 437.862
3.03s 17 461.21
3.03s 18 0.8192
3.03s 19 609.075
3.04s 0 897.843
3.04s 1 899.072
3.04s 2 895.386
3.04s 3 901.53
3.04s 4 900.301
3.04s 5 897.434
3.04s 6 464.486
3.04s 7 482.918
3.04s 8 484.147
3.04s 9 1.2288
3.04s 10 560.333
3.04s 11 1.2288
3.04s 12 1.2288
3.04s 13 0.8192
3.04s 14 427.213
3.04s 15 1.2288
3.04s 16 305.971
3.04s 17 455.475
3.04s 18 1.2288
3.04s 19 480.87
3.05s 0 1015.81
3.05s 1 1010.07
3.05s 2 1010.07
3.05s 3 1013.35
3.05s 4 1014.58
3.05s 5 1011.3
3.05s 6 611.533
3.05s 7 501.76
3.05s 8 507.494
3.05s 9 1.2288
3.05s 10 518.144
3.05s 11 0.8192
3.05s 12 1.2288
3.05s 13 1.2288
3.05s 14 391.578
3.05s 15 0
3.05s 16 340.378
3.05s 17 339.149
3.05s 18 1.2288
3.05s 19 559.514
3.06s 0 899.072
3.06s 1 896.614
3.06s 2 896.614
3.06s 3 902.349
3.06s 4 897.843
3.06s 5 897.843
3.06s 6 429.67
3.06s 7 512
3.06s 8 580.403
3.06s 9 1.2288
3.06s 10 579.994
3.06s 11 1.2288
3.06s 12 1.2288
3.06s 13 1.2288
3.06s 14 377.651
3.06s 15 0.8192
3.06s 16 361.677
3.06s 17 403.046
3.06s 18 1.2288
3.06s 19 481.69
3.07s 0 904.806
3.07s 1 902.349
3.07s 2 896.614
3.07s 3 903.578
3.07s 4 894.157
3.07s 5 896.614
3.07s 6 390.349
3.07s 7 390.349
3.07s 8 568.934
3.07s 9 0.8192
3.07s 10 652.493
3.07s 11 1.2288
3.07s 12 1.2288
3.07s 13 1.2288
3.07s 14 362.906
3.07s 15 1.2288
3.07s 16 334.643
3.07s 17 485.376
3.07s 18 1.2288
3.07s 19 482.099
3.08s 0 1012.53
3.08s 1 1015.81
3.08s 2 1009.25
3.08s 3 1015.81
3.08s 4 1011.3
3.08s 5 1011.3
3.08s 6 468.173
3.08s 7 390.349
3.08s 8 604.57
3.08s 9 1.2288
3.08s 10 579.174
3.08s 11 1.2288
3.08s 12 1.2288
3.08s 13 1.2288
3.08s 14 386.662
3.08s 15 1.2288
3.08s 16 400.998
3.08s 17 476.365
3.08s 18 1.2288
3.08s 19 457.523
3.09s 0 903.168
3.09s 1 974.438
3.09s 2 898.662
3.09s 3 899.072
3.09s 4 904.806
3.09s 5 902.349
3.09s 6 537.395
3.09s 7 488.653
3.09s 8 531.661
3.09s 9 1.2288
3.09s 10 393.626
3.09s 11 1.2288
3.09s 12 0.8192
3.09s 13 1.2288
3.09s 14 530.432
3.09s 15 1.2288
3.09s 16 572.211
3.09s 17 282.624
3.09s 18 0.8192
3.09s 19 390.349
3.1s 0 894.566
3.1s 1 940.442
3.1s 2 899.072
3.1s 3 900.301
3.1s 4 892.928
3.1s 5 896.614
3.1s 6 528.384
3.1s 7 506.266
3.1s 8 471.45
3.1s 9 1.2288
3.1s 10 493.568
3.1s 11 1.2288
3.1s 12 0
3.1s 13 0.8192
3.1s 14 552.55
3.1s 15 1.2288
3.1s 16 403.046
3.1s 17 423.936
3.1s 18 1.2288
3.1s 19 283.853
3.11s 0 1012.53
3.11s 1 909.312
3.11s 2 1013.76
3.11s 3 1014.58
3.11s 4 1010.07
3.11s 5 1011.3
3.11s 6 501.35
3.11s 7 577.126
3.11s 8 369.459
3.11s 9 1.2288
3.11s 10 538.624
3.11s 11 0.8192
3.11s 12 1.2288
3.11s 13 1.2288
3.11s 14 470.63
3.11s 15 0.8192
3.11s 16 423.936
3.11s 17 427.213
3.11s 18 1.2288
3.11s 19 480.87
3.12s 0 896.614
3.12s 1 899.072
3.12s 2 897.434
3.12s 3 894.157
3.12s 4 896.614
3.12s 5 896.614
3.12s 6 507.494
3.12s 7 508.314
3.12s 8 419.43
3.12s 9 1.2288
3.12s 10 505.037
3.12s 11 1.2288
3.12s 12 1.2288
3.12s 13 1.2288
3.12s 14 516.506
3.12s 15 1.2288
3.12s 16 425.165
3.12s 17 369.869
3.12s 18 1.2288
3.12s 19 475.955
3.13s 0 897.434
3.13s 1 897.843
3.13s 2 899.072
3.13s 3 899.072
3.13s 4 900.301
3.13s 5 899.072
3.13s 6 524.698
3.13s 7 508.723
3.13s 8 505.037
3.13s 9 0.8192
3.13s 10 494.797
3.13s 11 1.2288
3.13s 12 1.2288
3.13s 13 0
3.13s 14 503.808
3.13s 15 1.2288
3.13s 16 317.44
3.13s 17 407.552
3.13s 18 1.2288
3.13s 19 421.888
3.14s 0 1012.53
3.14s 1 1008.84
3.14s 2 1010.07
3.14s 3 1010.07
3.14s 4 1011.3
3.14s 5 1014.58
3.14s 6 446.054
3.14s 7 442.368
3.14s 8 541.082
3.14s 9 1.2288
3.14s 10 572.211
3.14s 11 1.2288
3.14s 12 1.2288
3.14s 13 1.2288
3.14s 14 523.878
3.14s 15 1.2288
3.14s 16 314.982
3.14s 17 435.405
3.14s 18 0.8192
3.14s 19 466.534
3.15s 0 901.12
3.15s 1 899.891
3.15s 2 900.301
3.15s 3 900.301
3.15s 4 903.578
3.15s 5 902.349
3.15s 6 468.992
3.15s 7 344.064
3.15s 8 416.973
3.15s 9 1.2288
3.15s 10 546.816
3.15s 11 1.2288
3.15s 12 1.2288
3.15s 13 1.2288
3.15s 14 654.131
3.15s 15 1.2288
3.15s 16 496.026
3.15s 17 406.733
3.15s 18 1.2288
3.15s 19 369.459
3.16s 0 897.843
3.16s 1 899.072
3.16s 2 895.386
3.16s 3 898.662
3.16s 4 1008.84
3.16s 5 899.072
3.16s 6 534.118
3.16s 7 389.12
3.16s 8 484.147
3.16s 9 1.2288
3.16s 10 450.56
3.16s 11 1.2288
3.16s 12 0.8192
3.16s 13 1.2288
3.16s 14 626.688
3.16s 15 1.2288
3.16s 16 451.789
3.16s 17 414.925
3.16s 18 1.2288
3.16s 19 304.742
3.17s 0 1010.07
3.17s 1 1008.03
3.17s 2 1011.3
3.17s 3 1011.3
3.17s 4 906.854
3.17s 5 1008.84
3.17s 6 544.358
3.17s 7 437.862
3.17s 8 443.597
3.17s 9 1.2288
3.17s 10 442.368
3.17s 11 0.8192
3.17s 12 1.2288
3.17s 13 0.8192
3.17s 14 549.274
3.17s 15 0.8192
3.17s 16 387.891
3.17s 17 510.771
3.17s 18 1.2288
3.17s 19 450.56
3.18s 0 900.301
3.18s 1 896.205
3.18s 2 897.434
3.18s 3 899.072
3.18s 4 908.493
3.18s 5 899.072
3.18s 6 532.89
3.18s 7 464.486
3.18s 8 364.954
3.18s 9 1.2288
3.18s 10 510.771
3.18s 11 1.2288
3.18s 12 1.2288
3.18s 13 1.2288
3.18s 14 506.266
3.18s 15 1.2288
3.18s 16 394.035
3.18s 17 432.128
3.18s 18 1.2288
3.18s 19 529.613
3.19s 0 899.891
3.19s 1 902.758
3.19s 2 899.072
3.19s 3 901.12
3.19s 4 904.397
3.19s 5 902.349
3.19s 6 395.264
3.19s 7 506.266
3.19s 8 451.789
3.19s 9 0.8192
3.19s 10 476.365
3.19s 11 1.2288
3.19s 12 1.2288
3.19s 13 1.2288
3.19s 14 492.339
3.19s 15 1.2288
3.19s 16 492.339
3.19s 17 439.91
3.19s 18 1.2288
3.19s 19 411.238
3.2s 0 1010.07
